URL	Notes	Camp Name	State	Target Group (Women, Ethnic Minorities, Low Income, N/A)	Theme (Game Design, Art, Programming, VR, App Dev, Web Dev, Minecraft, Robotics, More Than One, Other 	Language of Instruction	Cost (list costs, and ranges seperated by commas) or Unknown	Target age group	Length (Overnight, Full, Half, # of days) or Unknown	Scholarships (Yes, No, Unknown)
https://edwardscampus.ku.edu/summer-camps-ku-edwards-campus	Kansas University	Do You Arduino? (Maker/Computer Engineering)	Kansas	N/A	Other (computer engineering/circuitry)	Unknown	$175	11,12,13	Half, 5	N
https://edwardscampus.ku.edu/summer-camps-ku-edwards-campus	Kansas University	Raspberry Pi (Maker/Computer Engineering	Kansas	N/A	Other (computer engineering/circuitry)	Unknown	$125	11,12,13	Half, 5	N
http://camps.mainerobotics.org/buildyourowncomputercamp.html	Maine Robotics Camp Program	Build Your Own Computer	Maine	N/A	Other (computer mechanics)	Unknown	$635 or $690 depending on location	12,13,14,15,16	Full, 5	U
http://www.codecraftlab.org/product/digital-makers-cyber-defenders-internet-creators/	Florida Institute of Technology assoicated	Digital Makers, Cyber Defenders and Internet Creators	Florida	N/A	Other (cyber defense)	Unknown	$200	12,13,14,15,16,17	5	U
https://www.engr.ncsu.edu/theengineeringplace/summerprograms/middle-school/raleigh.php		Camp I	North Carolina	N/A	Other (Engineering)	Unknown	$400	11,12,13	Full, 5	Y
http://www.tetonscience.org/field-education/summer-academy	Journeys School Summer Innovation Academy	Beginning Programming	Wyoming	N/A	Other (Interactive Storytelling)	Unknown	$210	8,9,10,11,12,13	5	N
http://www.sanjac.edu/node/4486416	San Jacinto College	Arduino Network Team	Texas	N/A	Other (Networks)	Unknown	$155	12,13,14,15,16	Full, 4	U
http://stemacademy.oregonstate.edu/middle-school-summer-camps		Computational Biology Camp	Oregon	N/A	Other (Science)	Python	$145	12,13,14	Half, 5	N
http://i2camp.org/explore-camp-courses/		Cyber Security	Massachusetts, New York, California, Connecticut, New Jersey	N/A	Other (security)	Arduino	$850	10,11,12,13	Full, 5	U
https://www.cs.purdue.edu/outreach/adventures-in-cs.html		Purdue University Computer Science Camp	Indiana	N/A	Other (software development, focus on computational thinking patterns)	Linux, Python	unknown	11,12,13	5	N
www.chasewoodlearning.com/#!summer-camps/cerm		 STEM Summer Camp	Illinois	N/A	Other (STEM)	Unknown	$195	6,7,8,9,10,11,12,13,14	Half, 5	U
http://p12.ehe.osu.edu/files/2014/03/2014-OSU-camp-listings.pdf		Young Women's Summer Institute (residential)	Ohio	Women	Other (technology)	Unknown	$250	11,12	Overnight, 7	U
p12.ehe.osu.edu/files/2014/03/2014-OSU-camp-listings.pdf 		4-H Camp Tech (residential)	Ohio	N/A	Other (technology)	Unknown	$200	11,12,13	Overnight, 2	U
http://www.watonka.com/sciences/		camp Watonka	Pennsylvania	Men	Other (varies from year to year)	Unknown	$3,000	8,9,10,11,12,13,14,15,16	Overnight, 14	U
https://epic.calpoly.edu/		EPIC – Engineering Possibilities in College	California	N/A	Engineering	Unknown	n/a	12,13,14,15,16,17	5	U
https://www.digitalmediaacademy.org/kid-adventure-camps/camp-courses-for-kids/adventures-in-advanced-robotics-w-lego-ev-3/		Adventures in Robotics and Programming with LEGO® EV3	California	N/A	Porgramming	LEGO	$945	8,9,10,11,12	5	N
http://cs.fit.edu/Academics/summercamp/	Florida Institute of Technology	Camp Alpha: Computing with Alice	Florida	N/A	Programming	Alice	$150	14,15,16,17	5	U
https://edwardscampus.ku.edu/summer-camps-ku-edwards-campus	Kansas University	Rock Chalk Jayhawk Code KU! (Beginning Code)	Kansas	N/A	Programming	App Inventor	$125	11,12,13	Half, 5	N
https://www.digitalmediaacademy.org/kid-adventure-camps/camp-courses-for-kids/electronics-engineering-with-arduino/		Adventures in Engineering& Electronics with Arduino	California	N/A	Programming	Arduino	$945	8,9,10,11,12	5	N
https://www.parktudor.org/summer		Park Tudor - "Computer Science - An Introduction"	Indiana	N/A	Programming	Block language	$155	11,12,13	Half, 5	U
http://www.ctd.northwestern.edu/program/spectrum	Spectrum camp	C++ Programming Honors	Illinois	N/A	Programming	C++	$3,715	,12,13	15	U
https://www.idtech.com/teens/programming/		iD Programming Academy for Teens	California, Connecticut, Georgia, Illinois, Massachusetts, New York, North Carolina, Pennsylvania, Washington, Texas, New Hampshire	N/A	Programming	C++, Java, HTML5, Arduino	Overnight: From $3,799-4,249 (per 2-week session).       Day only: From $2,899 (per 2-week session)	10,11,12,13,14,15,16,17	10	N
http://www.stemsummerexperience.com/ProgramIt.aspx		2016 Stem Summer Experience/ Program It	North Carolina	N/A	Programming	C, C++, C#	$225	11,12,13	4	N
http://hanalschool.wix.com/summer#!stem/csgz		Drag & Drop Programming	New Jersey	N/A	Programming	Code Studio	unknown	10,11,12,13,14,15	Half, 5	U
http://challengecamps.com/afternoon-challenge/		Code Central Station: HTML	New York	N/A	Programming	HTML	4 week half - $1350. 4 week full - $2700, 3 week half- $1100, 3 week full- $2200	unknown	20	N
http://www.howardcc.edu/programs-courses/continuing-education/courses/kids-on-campus/pages/middle-school.html	Howard Community College	Code Breakers	Maryland	N/A	Programming	HTML, CSS, JavaScript	$270	11,12,13	5	U
http://www.ccbcmd.edu/~/media/CCBC/Programs%20and%20Courses/Life%20Enrichment/Kids/PDFs/summercamps.ashx?la=en		Code Breakers	Maryland	N/A	Programming	HTML, JavaScript, CSS	$199	8,9,10,11,12,13,14,15	Half, 5	U
http://challengecamps.com/afternoon-challenge/		Code Central Station: Java	New York	N/A	Programming	Java	$1,100	unknown	20, 25	N
http://cs.fit.edu/Academics/summercamp/	Florida Institute of Technology	Camp Beta: Problem Solving with Computing	Florida	N/A	Programming	Java	$150	14,15,16,17	5	U
http://program-your-future.weebly.com/hackers-academies.html		Cracking the AP Computer Science A exam in Java 	California	Women, Ethnic Minorities	Programming	Java	Unknown	10,11,12,13,14,15,16,17	10	U
http://www.ctd.northwestern.edu/program/apogee	Apogee camp hosted by Northwestern University	Introduction to Java Programming Honors	Illinois	N/A	Programming	Java	$3,715	9,10,11	15	U
http://www.ctd.northwestern.edu/program/spectrum	Spectrum camp	Introduction to Java Programming Honors	Illinois	N/A	Programming	Java	$3,715	,12,13	15	U
http://www.memphis.edu/cristal/stem_opportunities/k12students.php		Advanced Code Crew	Tennessee 	N/A	Programming	Java	$10	11,12,13,14,15	30	U
http://www.syp.mtu.edu/index.php	This is a pre-college program, so a variety of courses from different disciplines are offered and students can pick 2 courses	Pre-College Explorations @ Michigan Tech	Michigan	N/A	Programming	Java	$895	N/A	5	Y
http://www.techsmartkids.com/CodingInJava		coding in java	Washington	N/A	Programming	Java	$900	12,13,14,15,16	10	U
https://www.educationunlimited.com/camp/15/computer-camp.html		Education Unlimited	California	N/A	Programming	Java	$1,545.00d ay camper, $2,135.00 overnight	11,12,13	5	Y
https://www.einsteinsworkshop.com/component/eventbooking/summer-camps/learning-to-code-javagraphics-summer		Learning to Code: Java Graphics	Massachusettes	N/A	Programming	Java	$350	11,12,13,14	Half, 5	U
https://www.visiontechcamps.com/advanced-programming-java-camp		Computer programming with Java	California	N/A	Programming	Java	$1,050	12,13,14,15,16	5	U
https://www.visiontechcamps.com/advanced-programming-java-camp		Computer programming with Java	Indiana, California	N/A	Programming	Java	$1,050	12,13,14,15,16	5	N
http://cscamp.cs.uri.edu/index.php	University of Rhode Island camp	Java	Rhode Island	N/A	Programming	Java 	$300	12,13,14,15	5	U
http://www.summertech.net/courses/		Code	New York	N/A	Programming	Java, JavaScript, Python	$1225/ $1800 for overnight)	10,11,12,13,14,15,16,17	Overnight, Full, 6	U
https://www.angelo.edu/content/news/9138-summer-computer-code-camp-expanding		ASU Code Camp	Texas	N/A	Programming	Java, Unity	$30	11,12,13,14,15,16,17	10	U
http://gtcomputingoutreach.org/summerCamp.html#web	Also in Lit Review	Minecraft	Georgia	N/A	Programming	JavaScript	$400 or $350 (HS)	5,6,7,8,9,10,11,12	5	N
https://www.idtech.com/alexa-cafe/courses/sugar-coded/		Sugar Coded — Coding with JavaScript	California, Colorado, Georgia, Illinois, Massachusetts, New York, Pennsylvania, Washington	Women	Programming	JavaScript, Scratch	$949-$1,099	10,11,12,13,14,15	5	U
https://www.digitalmediaacademy.org/kid-adventure-camps/camp-courses-for-kids/adventures-in-engineering-and-rocket-science/		Adventures in Engineering & Rocket Science	California	N/A	Programming	Kerbal Space Program, West Point Bridge Designer	$945	8,9,10,11,12	5	N
http://ticcamp.com/programs/technology/programming/		Programming	Maryland	N/A	Programming	LOGO, JAVA, Python, Unity, C#	$880	7,8,9,10,11,12,13,14,15	Full, 5	Y
http://camps.mainerobotics.org/minecraft-camp.html	Maine Robotics Camp Program	Programming with Minecraft	Maine	N/A	Programming	Minecraft	$300	10,11,12,13,14	Full, 5	U
https://www.visiontechcamps.com/minecraft-modding-java-forge		Minecraft Modding with Java & Forge	Indiana, California	N/A	Programming	Minecraft, Java	$950	10,11,12,13,14	5	N
http://challengecamps.com/morning-programs/		Code Central Station: Python	New York	N/A	Programming	Python	$1350 4weeks, $1100 3weeks)	9,10,11,12,13,14	15, 20	N
http://cscamp.cs.uri.edu/index.php	University of Rhode Island camp	Python	Rhode Island	N/A	Programming	Python	$300	12,13,14,15	5	U
http://geri.education.purdue.edu/youth_programs/SRES/index.html	Star - Purdue Gifted Education Resource Institute (GERI)	Airplane Tracking with Raspberry Pis	Indiana	N/A	Programming	Python	$2,150	12,13	10	Y
http://program-your-future.weebly.com/hackers-academies.html		Fundamentals of Computer Science in Python	California	Women, Ethnic Minorities	Programming	Python	Unknown	10,11,12,13,14,15,16,17	10	U
http://uca.edu/outreach/camps-middleschoolers/		Computer Coding – Intermediate Track	Arkansas	N/A	Programming	Python	N/A	11,12,13	5	U
http://www-users.cs.umn.edu/~gini/computingacademy/		Summer Computing Academy for female students	Minnesota	Women	Programming	Python	$50	11,12,13,14,15,16,17	Full, 5	Y
http://www.ctd.northwestern.edu/program/apogee	Apogee camp hosted by Northwestern University	Python Programming: From Games to Google	Illinois	N/A	Programming	Python	$3,715	9,10,11	15	U
http://www.ctd.northwestern.edu/program/apogee	Apogee camp hosted by Northwestern University	Raspberry Pi	Illinois	N/A	Programming	Python	$3,715	9,10,11	15	U
https://technologycouncil.com/we-build-tech/2016-we-build-tech-summer-camps/	Nashville Technology Council	Python Camp	Tennessee	N/A	Programming	Python	$200	12,13,14,15,16,17	5	U
https://www.codingwithkids.com/#!/camp?tab=4		Python	Washington	N/A	Programming	Python	$279	10,11,12,13,14,15,16	5	U
https://www.visiontechcamps.com/python-game-design-camp		Game Development with Python Programming	Indiana, California	N/A	Programming	Python	$950	10,11,12,13,14,15,16	5	N
http://cscamp.cs.uri.edu/index.php	University of Rhode Island camp	Scratch	Rhode Island	N/A	Programming	Scratch	$240	8,9	4	U
http://tulsastem.org/trsa-summer%20-camps/		Girls Coding Camp	Oklahoma	Women	Programming	Scratch	Unknown	11,12,13	5	U
http://www.dpisd.org/cms/lib4/TX01001079/Centricity/Domain/652/JHCampFlyerRev.pdf		Introduction to Coding	Illinois	N/A	Programming	Scratch	$80	11,12,13	Half, 4	Y
http://www.sbhscs.org/enroll/summer-camp/		Scratch Camp	California	N/A	Programming	Scratch	$125	12,13,14	Half, 5	N
http://www.summer-camp.uw.edu/half-day/middle-school/computing.asp 		 Programming with Scratch I 	Washington	N/A	Programming	Scratch	$490	11,12,13	10	Y
http://www.techsmartkids.com/IntroToCodingCamp		intro to coding camp	Washington	N/A	Programming	Scratch	$1,825	7,8,9,10	10	U
https://aceweb.uvu.edu/ShowSchedule.awp?&Mode=GROUP&Group=CEYCMP&Title=Youth+Computer&SubGroup=CEY	2 of these are offered	Scratch Level 2	Utah	N/A	Programming	Scratch	$59	8,9,10,11,12	Half, 5	U
https://technologycouncil.com/we-build-tech/2016-we-build-tech-summer-camps/	Nashville Technology Council	Scratch Camp	Tennessee	N/A	Programming	Scratch	$200	8, 9,10,11,12,13,14,15,16,17	5	U
https://www.coderevkids.com/tech-camps/santa-monica-courses.php		Adventures in Programming	California	N/A	Programming	Scratch	$549	10,11,12,13	5	U
www.chasewoodlearning.com/#!summer-camps/cerm		STEM Learn How to Code	Illinois	N/A	Programming	Scratch	$195	7,8,9,10,11,12,13,14	Half, 5	U
https://coderdojo.com/		CoderDojo	New Hampshire, Vermont, New York, Delaware, Virginia, Georgia, Louisiana, Arkansas, Kansas, Nebraska, Colorado, Utah	N/A	Programming	Scratch, Blockly, Minecraft, JavaScript, HTML	Free	7,8,9,10,11,12,13,14,15,16,17	Unknown	N
http://www.memphis.edu/cristal/stem_opportunities/k12students.php		100 Girls of Code	Tennessee 	Women	Programming	Scratch, HTML, CSS	free	10,11,12,13,14,15,16,17	10	U
http://breakoutmentors.com/		Breakout Mentors	California	N/A	Programming	Scratch, Java, Python	Unknown	8,9,10,12,13,14,15,16,17	Half, 5	N
http://www.blackgirlscode.com/		Black Girls Code	Texas, Florida, California, Illinois, Georgia, Washington, New York, Tennessee	Women, Ethnic Minorities	Programming	Scratch, Javascript, App Inventor	Unknown	7,8,9,10,11,12,13,14,15,16,17	Full, 1	Y
https://www.digitalmediaacademy.org/adventures-in-programming-made-by-girls/		Adventures in Programming Made by Girls	California	N/A	Programming	Scratch, Processing	$945	8,9,10,11,12	5	N
https://ywic.nmsu.edu/sample-page/camp-2015/		YWiC Alum Middle School Summer Camp	New Mexico	Women	Programming	SNAP, LEGO, Arduino	Free	11,12,13	Half, 5	U
http://challengecamps.com/afternoon-challenge/		Code Central Station: Tinker with Tynker	New York	N/A	Programming	Tynker	4 week half - $1350. 4 week full - $2700, 3 week half- $1100, 3 week full- $2200	unknown	35, 40	N
http://gnextedu.com/summer-program/summer-program-schedule/		Coding for Coders	New Jersey	N/A	Programming	Unknown	$1,000	10,11,12,13,14,15,16,17	Half, 20	U
http://program-your-future.weebly.com/hackers-academies.html	Not a camp, but a list of camps	Hacking the Digital World through Web Design, Digital Imaging, and Geographic Information Systems	California	Ethnic Minorities	Programming	Unknown	N/A	10,11,12,13,14,15,16,17	Full, 10	U
http://www.ctd.northwestern.edu/program/apogee	Apogee camp hosted by Northwestern University	ROVing Robotics: Exploring the Technology of Unmanned Vehicles	Illinois	N/A	Programming	Unknown	$3,715	9,10,11	15	U
http://www.laurajeffreyacademy.org/summer-camps/		Technology Day Camp	Minnesota	Low Income	Programming	Unknown	Free	11,12,13	Full, 5	U
http://www.smu.edu/Lyle/Institutes/CaruthInstitute/K-12Programs/EngineeringCamp/Apply7-10Camp	SMU Lyle School of Engineering	Introduction to Programming for Middle School Students	Texas	N/A	Programming	Unknown	$350	11,12,13	Half, 10	U
https://edwardscampus.ku.edu/summer-camps-ku-edwards-campus	Kansas University	girls.code (Girls Code)	Kansas	N/A	Programming	Unknown	$125	11,12,13	Half, 5	N
https://edwardscampus.ku.edu/summer-camps-ku-edwards-campus	Kansas University	Code Red! (More Coding)	Kansas	N/A	Programming	Unknown	$125	11,12,13	Half, 5	N
https://www.codenow.org/the-program/codenow-in-a-box/		CodeNow in a Box	Washington, California, New York, Florida, District of Columbia	Women, Ethnic Minorities	Programming	Unknown	Unknown	N/A	2	N
https://www.coderevkids.com/tech-camps/		CodeREV Tech Camps	California	N/A	Programming	Unknown	$549	6,7,8,9,10,11,12,13,14	5	N
https://www.imacs.org/math-computer-science/educational-summer-programs/		Hi-Tech Summer Camp	Florida, North Carolina, California, Missouri, Connecticut 	N/A	Programming	Unknown	$574	8,9,10,11,12	5	Y
https://www.planetbravo.com/codelikeagirl/index.php		Code Like A Girl	California	N/A	Programming	Unknown	$525	7,8,9,10,11,12,13,14	5	N
http://challengecamps.com/morning-programs/		Code Central Station: Java	New York	N/A	Programming 	Java  	$1,100	9,10,11,12,13,14	15, 20	N
http://www.computercamps.com/tech-camps/computer-camps-for-kids-and-teens/program-overview/		Computer Camps for Kids and Teens	Connecticut, Illinois, Pennsylvania, Georgia	N/A	Programming, App Dev	Scratch, Python, Java, Swift	$2,825	8,9,10,12,13,14,15,16,17	10	U
http://www.foothill.edu/sli/STEM_summer_camps.html		STEM Summer Camp 2016	California	N/A	Programming, App Dev, Game Design, Robotics	Java	$200	11,12,13	20	U
http://www.utdallas.edu/k12/summer/		Enjoyable Coding with JavaScript	Texas	N/A	Programming, Art	JavaScript	$250	11,12,13	5	U
http://www.utdallas.edu/k12/summer/		Animations using Scratch	Texas	N/A	Programming, Art	Scratch	$250	8,9,10	5	U
http://www.utdallas.edu/k12/summer/		Advanced Scratch: Games & Music	Texas	N/A	Programming, Art	Scratch	$250	8,9,10	5	U
	St. Mary's University	Computer Science Summer Camp	Texas	N/A	Programming, Game Design	C, C#	$300	11,12,13,14,15,16,17	Full, 5	U
https://www.codingwithkids.com/#!/camp?tab=0		little coders	Washington	N/A	Programming, Game Design	Lightbot, Kodable, and/or Scratch	$279	5,6	5	U
http://techknowhow.com/		TechKnowHow Technology and Robotics Summer Camps	California, Washington	N/A	Programming, Game Design	Python, Java, Stencyl, LEGO	N/A	5,6,7,8,9,10,12,13,14,15	5	N
https://www.mvcodeclub.com/		MV Code Club	California	N/A	Programming, Game Design, Web Dev, Robotics	Scratch, Java, Javascript, C, C#, HTML, CSS	$229-$349 a month depending	6,7,8,9,10,11,12,13	20	N
https://www.einsteinsworkshop.com/component/eventbooking/summer-camps/java-minecraft-mod-summer		Intro to Java Coding with Minecraft Modding	Massachusettes	N/A	Programming, Minecraft	Java	$350	11,12,13,14	Half, 5	U
https://www.visiontechcamps.com/minecraft-mastery-modpacks		Minecraft Modpack Development	Indiana, California	N/A	Programming, Minecraft	Unknown	$950	11,12,13,14,15	5	N
https://www.visiontechcamps.com/ev3-lego-robotics-camp		Robotics & Visual Programming Summer Camp	Indiana, California	N/A	Programming, Robotics	LEGO	$850	8,9,10,11,12	5	N
https://www.uvu.edu/ce/youthcamps/		Robotics Level 1	Utah	Women	Programming, Robotics	Unknown	$59	10,11,12,13,14	Half, 5	U
		Advanced Programming & STEMDu Robotics	Utah	N/A	Programming, Robotics	Unknown	$79	10,11,12,13,14,15	Half, 5	U
http://www.awesomeincu.com/weekofcode/		Awesome Inc U's Kids Coding Camp	Kentucky	N/A	Programming, Robotics, App Dev, Game Design	HTML, CSS, Arduino, Javascript	$625.00	11,12,13,14,15,16	4	U
https://www.planetbravo.com/camps/index.php		Techno-tainment Camp	California	N/A	Programming, Robotics, Minecraft	Unknown	$525	6,7,8,9,10,11,12,13,14	5	N
campcomputer.com/	Sleepaway camp, campers do two or three intro camps before moving to an individualized format where the camper determines their own projects/interests	Camp Fitch Computer Camp	Pennsylvania	N/A	Programming, Web Dev	Python, Java, Javascript, C++, C#, HTML, CSS	$820	8,9,10,11,12,13,14,15,16	5	N
http://challengecamps.com/afternoon-challenge/		Arduino Application	New York	N/A	Robotics	Arduino	4 week half - $1350. 4 week full - $2700, 3 week half- $1100, 3 week full- $2200	unknown	15, 20	N
https://www.visiontechcamps.com/computer-science-robotics-arduino-camp		Computer Science and Robotics Engineering with Arduino	Indiana, California	N/A	Robotics	Arduino	$1,050	10,11,12,13,14	5	N
http://www.stormingrobots.com/prod/SummerCoursePages/Robotics%20with%20Electronics%20-%20Arduino%20I.html	Storming Robots Camp	Robotics with Electronics -Arduino I	New Jersey	N/A	Robotics	Arduino, C	$595	13,14,15,16,17	5	U
http://www.stormingrobots.com/prod/SummerCoursePages/Robotics%20with%20Electronics%20-%20Arduino%20II.html	Storming Robots Camp	Robotics with Electronics -Arduino II	New Jersey	N/A	Robotics	Arduino, C, LEGO 	$575	13,14,15,16,17	5	U
https://www.codingwithkids.com/#!/camp?tab=5		Arduino 	Washington	N/A	Robotics	C	$279	10,11,12,13,14,15,16	5	U
http://www.stormingrobots.com/prod/SummerCoursePages/Robotics%20Programming%20and%20Algebra.html	Storming Robots Camp	Robotics Programming and Algebra	New Jersey	N/A	Robotics	C, C++	$525	12,13,14,15,16	5	U
https://www.einsteinsworkshop.com/component/eventbooking/summer-camps/sparki-summer		Programming Robots: Sparki the Arduino Robot	Massachusettes	N/A	Robotics	C, C++	$350		Half, 5	U
https://www.stmarytx.edu/academics/set/outreach-programs/prep/	St. Mary's University	Pre-engineering Robotics and Java Programming Summer Program	Texas	N/A	Robotics	Java, LEGO	Unknown	11,12,13,14,15,16,17	10	Y
camps.cs.washington.edu/		Beginning Robotics With Lego Mindstorms	Washington	N/A	Robotics	LEGO	$220	12,13,14	5	Y
http://caj.hrsb.ca/caj/news/2016/04/01/coding-camp-summer-2016 		Jr Robotics Tech Explorer	Canada	N/A	Robotics	LEGO	$189-229	6,7,8,9	5	N
